id;d1;d2;cluster
monkeyc1g1s1;8.809783;7.611147;0
monkeyc1g1s2;4.110747;11.103186;0
monkeyc1g1s3;4.11471;11.039587;0
monkeyc1g1s4;3.154736;6.743244;0
monkeyc1g1s5;5.972931;7.537982;0
monkeyc1g1s6;5.330675;7.033010000000001;0
monkeyc1g1s7;5.721986;6.1031379999999995;0
monkeyc1g1s8;6.040546;6.567276;0
monkeyc1g1s9;8.010096;9.235092999999999;0
monkeyc1g1s10;8.663637;9.113787;0
monkeyc1g1s11;3.3643449999999997;10.19331;0
monkeyc1g1s12;4.23395;10.003093;0
monkeyc1g1s13;6.545098;9.127085000000001;0
monkeyc1g1s14;7.351310000000001;10.731793;0
monkeyc1g1s15;6.600897;9.293019000000001;0
monkeyc1g1s16;8.227767;7.990697;0
monkeyc1g1s17;3.640258;7.066936999999999;0
monkeyc1g1s18;2.616746;8.077674;0
monkeyc1g1s19;4.698015;7.995143;0
monkeyc1g1s20;4.663208999999999;9.719092999999999;0
monkeyc1g1s21;6.889547;10.594419;0
monkeyc1g1s22;4.474191;8.945727999999999;0
monkeyc1g1s23;7.822474000000001;6.546626;0
monkeyc1g1s24;5.325493;5.438902;0
monkeyc1g1s25;4.271755000000001;7.876889;0
monkeyc1g1s26;3.77916;7.9836350000000005;0
monkeyc1g1s27;6.642428;7.317616;0
monkeyc1g1s28;6.10352;8.246751;0
monkeyc1g1s29;8.280682;8.250152;0
monkeyc1g1s30;3.8309800000000003;11.027824;0
monkeyc1g1s31;6.018994999999999;9.116624;0
monkeyc1g1s32;3.9010339999999997;7.045717;0
monkeyc1g1s33;8.280581;8.204739;0
monkeyc1g1s34;6.219908;5.360467;0
monkeyc1g1s35;5.042382;6.955636999999999;0
monkeyc1g1s36;3.817093;6.841828;0
monkeyc1g1s37;3.9559949999999997;5.919630000000001;0
monkeyc1g1s38;6.628717;9.448322000000001;0
monkeyc1g1s39;2.8223529999999997;9.205873;0
monkeyc1g1s40;6.903825;8.486555000000001;0
monkeyc1g1s41;3.363976;9.243669;0
monkeyc1g1s42;6.818036;6.262664;0
monkeyc1g1s43;4.14466;6.782835;0
monkeyc1g1s44;7.572984;6.063416;0
monkeyc1g1s45;3.987722;5.900285;0
monkeyc1g1s46;4.270626999999999;8.432667;0
monkeyc1g1s47;5.926263;8.145282;0
monkeyc1g1s48;4.500541;9.591275999999999;0
monkeyc1g1s49;5.120171;7.886808;0
monkeyc1g1s50;3.026431;8.199161;0
monkeyc1g1s51;3.384014;10.567839;0
monkeyc1g1s52;5.077119000000001;11.421814;0
monkeyc1g1s53;2.5307880000000003;8.254285000000001;0
monkeyc1g1s54;3.71645;7.269864999999999;0
monkeyc1g1s55;3.5441589999999996;9.030493;0
monkeyc1g1s56;5.0823480000000005;5.9567559999999995;0
monkeyc1g1s57;7.927630000000001;10.868153999999999;0
monkeyc1g1s58;8.124846;6.988325;0
monkeyc1g1s59;4.221655;9.035337;0
monkeyc1g1s60;4.466817;9.909351;0
monkeyc1g1s61;4.4112480000000005;10.22585;0
monkeyc1g1s62;5.89719;7.237439999999999;0
monkeyc1g1s63;5.5290040000000005;9.789156;0
monkeyc1g1s64;5.767066000000001;10.772608;0
monkeyc1g1s65;8.72135;9.249069;0
monkeyc1g1s66;7.5390440000000005;11.218933999999999;0
monkeyc1g1s67;8.573203;8.459427;0
monkeyc1g1s68;4.655551999999999;9.116182;0
monkeyc1g1s69;3.583182;7.966725;0
monkeyc1g1s70;5.451029;9.655049;0
monkeyc1g1s71;7.162684;6.837426;0
monkeyc1g1s72;8.821867;8.343967;0
monkeyc1g1s73;8.701482;8.446791000000001;0
monkeyc1g1s74;8.572971;7.615591;0
monkeyc1g1s75;5.683246;11.425206;0
monkeyc1g1s76;8.77466;7.663022;0
monkeyc1g1s77;5.941045;8.100747;0
monkeyc1g1s78;8.689203;7.930233;0
monkeyc1g1s79;4.816315;8.632522;0
monkeyc1g1s80;3.302916;8.45439;0
monkeyc1g1s81;6.076416;8.800519;0
monkeyc1g1s82;7.387503999999999;9.878985;0
monkeyc1g1s83;3.942558;7.579624000000001;0
monkeyc1g1s84;3.856414;10.752869;0
monkeyc1g1s85;3.4916199999999997;7.017710000000001;0
monkeyc1g1s86;3.185159;7.260653;0
monkeyc1g1s87;8.395014;8.584327;0
monkeyc1g1s88;7.901698;8.273530000000001;0
monkeyc1g1s89;5.9159239999999995;6.4732330000000005;0
monkeyc1g1s90;8.113762;9.805755;0
monkeyc1g1s91;8.906678;8.36598;0
monkeyc1g1s92;3.6801449999999996;7.0588619999999995;0
monkeyc1g1s93;2.6409860000000003;9.436634;0
monkeyc1g1s94;5.70142;11.716258;0
monkeyc1g1s95;7.047834;7.001494999999999;0
monkeyc1g1s96;7.889127;8.719205;0
monkeyc1g1s97;8.564286;9.64051;0
monkeyc1g1s98;4.034939;6.434837;0
monkeyc1g1s99;2.936636;9.408366000000001;0
monkeyc1g1s100;6.34256;8.522129;0
monkeyc1g1s101;5.564799;11.782053;0
monkeyc1g1s102;5.638808;6.462198;0
monkeyc1g1s103;2.621903;8.410019;0
monkeyc1g1s104;3.8082059999999998;7.439472;0
monkeyc1g1s105;7.227411;8.536152000000001;0
monkeyc1g1s106;3.861763;10.06109;0
monkeyc1g1s107;8.959066;9.002758;0
monkeyc1g1s108;7.697727;6.621125;0
monkeyc1g1s109;5.040287;8.038428999999999;0
monkeyc1g1s110;7.053253999999999;8.030483;0
monkeyc1g1s111;3.6920620000000004;10.515866;0
monkeyc1g1s112;6.402680999999999;10.223146;0
monkeyc1g1s113;7.122527000000001;8.46473;0
monkeyc1g1s114;7.271412;7.036915;0
monkeyc1g1s115;6.868124000000001;6.571746000000001;0
monkeyc1g1s116;7.356935000000001;10.243611999999999;0
monkeyc1g1s117;3.006407;9.183741;0
monkeyc1g1s118;4.199764;7.107236;0
monkeyc1g1s119;6.17442;10.448582;0
monkeyc1g1s120;5.079368;6.488869;0
monkeyc1g1s121;7.8177970000000006;8.338799;0
monkeyc1g1s122;2.793956;9.520861;0
monkeyc1g1s123;8.009822;10.740960000000001;0
monkeyc1g1s124;8.024825;8.863487;0
monkeyc1g1s125;4.699555;7.5043809999999995;0
monkeyc1g1s126;2.562495;8.079811999999999;0
monkeyc1g1s127;5.632573000000001;6.7676169999999995;0
monkeyc1g1s128;7.137982000000001;6.728472;0
monkeyc1g1s129;8.945217;8.180662;0
monkeyc1g1s130;8.523859;7.131622;0
monkeyc1g1s131;7.548685000000001;9.802669;0
monkeyc1g1s132;7.9051100000000005;10.747605;0
monkeyc1g1s133;7.1747119999999995;5.7581169999999995;0
monkeyc1g1s134;8.528386;8.537930000000001;0
monkeyc1g1s135;5.160959;6.827317;0
monkeyc1g1s136;3.885911;8.255789;0
monkeyc1g1s137;3.8311290000000002;8.342842999999998;0
monkeyc1g1s138;6.345714;9.618766;0
monkeyc1g1s139;7.678096000000001;6.858757000000001;0
monkeyc1g1s140;8.574906;8.690380000000001;0
monkeyc1g1s141;7.123591;9.761013;0
monkeyc1g1s142;4.80549;9.978064;0
monkeyc1g1s143;3.763094;8.826543;0
monkeyc1g1s144;7.4776169999999995;9.28466;0
monkeyc1g1s145;7.006003;6.894639999999999;0
monkeyc1g1s146;3.2425900000000003;8.421957;0
monkeyc1g1s147;4.618501;11.377746;0
monkeyc1g1s148;5.93963;7.930589;0
monkeyc1g1s149;3.285343;9.454054;0
monkeyc1g1s150;2.969354;9.505102;0
monkeyc1g1s151;8.847998;9.080009;0
monkeyc1g1s152;8.806343;9.567356;0
monkeyc1g1s153;2.718066;7.75542;0
monkeyc1g1s154;3.971161;6.233037;0
monkeyc1g1s155;5.506101;7.086633999999999;0
monkeyc1g1s156;7.939039;7.819224;0
monkeyc1g1s157;8.596002;9.927725;0
monkeyc1g1s158;8.498158;6.867354;0
monkeyc1g1s159;7.9041630000000005;8.741033;0
monkeyc1g1s160;4.852698;9.200387;0
monkeyc1g1s161;4.3061370000000005;6.073319000000001;0
monkeyc1g1s162;6.258385;9.853328;0
monkeyc1g1s163;6.064728;6.02091;0
monkeyc1g1s164;8.966928;8.95958;0
monkeyc1g1s165;5.996980000000001;8.140191;0
monkeyc1g1s166;5.765582;6.277915;0
monkeyc1g1s167;5.263739;10.820122999999999;0
monkeyc1g1s168;5.05527;7.771155;0
monkeyc1g1s169;7.397968;10.016119999999999;0
monkeyc1g1s170;8.881542999999999;8.929928;0
monkeyc1g1s171;5.5124379999999995;8.852768;0
monkeyc1g1s172;3.204656;8.819695;0
monkeyc1g1s173;4.536741999999999;9.952325;0
monkeyc1g1s174;6.762053999999999;5.852462;0
monkeyc1g1s175;5.296387999999999;9.344788000000001;0
monkeyc1g1s176;8.448701;8.235682;0
monkeyc1g1s177;8.457545;9.76995;0
monkeyc1g1s178;3.6653589999999996;8.280731;0
monkeyc1g1s179;4.901591000000001;7.956638000000001;0
monkeyc1g1s180;3.888699;7.838181;0
monkeyc1g1s181;4.082804;9.875242;0
monkeyc1g1s182;5.679918;7.1085910000000005;0
monkeyc1g1s183;2.7096139999999997;7.6995059999999995;0
monkeyc1g1s184;8.970916;8.207761;0
monkeyc1g1s185;5.822956;10.262858;0
monkeyc1g1s186;6.573121;10.996547999999999;0
monkeyc1g1s187;6.758603;5.539148;0
monkeyc1g1s188;4.1081389999999995;6.917847999999999;0
monkeyc1g1s189;4.72585;8.253421000000001;0
monkeyc1g1s190;5.700652;7.93153;0
monkeyc1g1s191;3.7858940000000003;10.302918;0
monkeyc1g1s192;5.514295;10.502533;0
monkeyc1g1s193;7.913800999999999;8.355400999999999;0
monkeyc1g1s194;5.674201;8.878779;0
monkeyc1g1s195;6.422256;11.706095;0
monkeyc1g1s196;6.06086;5.709003;0
monkeyc1g1s197;8.96862;8.518632;0
monkeyc1g1s198;3.8424660000000004;9.156186;0
monkeyc1g1s199;7.421246000000001;6.847308;0
monkeyc1g1s200;6.28228;8.124972999999999;0
monkeyc1g1s201;6.691284;7.240727000000001;0
monkeyc1g1s202;3.4355949999999997;8.074634;0
monkeyc1g1s203;3.6615559999999996;6.572813000000001;0
monkeyc1g1s204;7.372821000000001;8.778398;0
monkeyc1g1s205;4.588856;8.040503;0
monkeyc1g1s206;4.657404;8.74794;0
monkeyc1g1s207;6.678122;7.5342210000000005;0
monkeyc1g1s208;3.772771;8.495072;0
monkeyc1g1s209;6.991403;9.077653;0
monkeyc1g1s210;3.340124;7.498899000000001;0
monkeyc1g1s211;4.8874319999999996;10.919868;0
monkeyc1g1s212;6.681005;8.611153;0
monkeyc1g1s213;8.621731;7.7126339999999995;0
monkeyc1g1s214;3.5458550000000004;7.173959;0
monkeyc1g1s215;6.36541;8.164311;0
monkeyc1g1s216;7.124461999999999;10.649853;0
monkeyc1g1s217;7.110364;8.260755;0
monkeyc1g1s218;5.537975;9.523525;0
monkeyc1g1s219;7.983161999999999;8.839658;0
monkeyc1g1s220;4.724927;9.669781;0
monkeyc1g1s221;6.572514999999999;10.259713;0
monkeyc1g1s222;2.767212;7.9407179999999995;0
monkeyc1g1s223;7.9696169999999995;7.562449000000001;0
monkeyc1g1s224;7.6076179999999995;6.6666479999999995;0
monkeyc1g1s225;3.5302519999999995;6.233691;0
monkeyc1g1s226;4.253661;8.107650999999999;0
monkeyc1g1s227;8.109071;9.970017;0
monkeyc1g1s228;3.4421120000000003;8.82987;0
monkeyc1g1s229;8.042477;6.882639999999999;0
monkeyc1g1s230;2.577846;8.226719000000001;0
monkeyc1g1s231;4.041092;7.111822;0
monkeyc1g1s232;3.3165;7.595992999999999;0
monkeyc1g1s233;5.432254;5.33333;0
monkeyc1g1s234;4.81953;10.430947;0
monkeyc1g1s235;4.717366999999999;11.451199;0
monkeyc1g1s236;5.651058;6.766906;0
monkeyc1g1s237;8.458708999999999;8.476794;0
monkeyc1g1s238;8.433297;8.544641;0
monkeyc1g1s239;7.820359;7.5956470000000005;0
monkeyc1g1s240;4.257078;9.40747;0
monkeyc1g1s241;5.063578;6.369475;0
monkeyc1g1s242;6.899006;8.665467;0
monkeyc1g1s243;3.3312589999999997;8.950621;0
monkeyc1g1s244;8.184998;7.591568;0
monkeyc1g1s245;3.902365;7.2527669999999995;0
monkeyc1g1s246;7.043423;8.719673;0
monkeyc1g1s247;6.502130999999999;7.5964089999999995;0
monkeyc1g1s248;5.5765970000000005;7.132378;0
monkeyc1g1s249;8.753391;9.116247999999999;0
monkeyc1g1s250;5.460987;7.936607;0
monkeyc1g1s251;5.895761;10.593678;0
monkeyc1g1s252;6.8936850000000005;8.211149;0
monkeyc1g1s253;2.957263;9.364554;0
monkeyc1g1s254;5.8065690000000005;6.525175;0
monkeyc1g1s255;4.991568;6.447376;0
monkeyc1g1s256;6.026742;6.0246889999999995;0
monkeyc1g1s257;7.97951;7.217355;0
monkeyc1g1s258;4.617014;11.209486;0
monkeyc1g1s259;6.913424000000001;10.765779;0
monkeyc1g1s260;6.312437999999999;10.519171;0
monkeyc1g1s261;3.638686;7.996786999999999;0
monkeyc1g1s262;4.237202;11.382547;0
monkeyc1g1s263;3.040881;6.958978999999999;0
monkeyc1g1s264;7.454175;7.406242;0
monkeyc1g1s265;7.385275999999999;9.552184;0
monkeyc1g1s266;8.680797;9.463412;0
monkeyc1g1s267;3.050974;9.722713;0
monkeyc1g1s268;4.057345;8.702224000000001;0
monkeyc1g1s269;5.9747;8.672677;0
monkeyc1g1s270;8.311406;6.5861;0
monkeyc1g1s271;7.287186;6.331901;0
monkeyc1g1s272;6.016357;9.028687;0
monkeyc1g1s273;7.743558999999999;10.390601;0
monkeyc1g1s274;5.8312349999999995;5.55958;0
monkeyc1g1s275;4.28541;8.01647;0
monkeyc1g1s276;4.8758230000000005;5.778654;0
monkeyc1g1s277;4.556619;7.142531;0
monkeyc1g1s278;8.872252;8.898933;0
monkeyc1g1s279;3.432175;7.186119000000001;0
monkeyc1g1s280;3.628798;10.692476;0
monkeyc1g1s281;4.9541059999999995;9.908254;0
monkeyc1g1s282;6.646035;6.739489;0
monkeyc1g1s283;5.920475;6.604288;0
monkeyc1g1s284;5.724899;8.970111;0
monkeyc1g1s285;5.885585;5.415598999999999;0
monkeyc1g1s286;8.22673;7.4793210000000006;0
monkeyc1g1s287;7.24406;5.7010760000000005;0
monkeyc1g1s288;5.574624;7.379963;0
monkeyc1g1s289;3.372151;9.135339;0
monkeyc1g1s290;3.151528;10.057513;0
monkeyc1g1s291;2.999193;7.130417;0
monkeyc1g1s292;8.487013000000001;8.175124;0
monkeyc1g1s293;3.4365019999999995;9.479412;0
monkeyc1g1s294;6.651401;6.659522999999999;0
monkeyc1g1s295;3.536986;8.065574;0
monkeyc1g1s296;6.999161999999999;11.130198;0
monkeyc1g1s297;6.30651;7.337623;0
monkeyc1g1s298;2.712349;7.979151;0
monkeyc1g1s299;7.173433;11.199361999999999;0
monkeyc1g1s300;5.678344999999999;10.585672;0
monkeyc1g1s301;7.047103999999999;8.580316;0
monkeyc1g1s302;3.1360900000000003;8.801214;0
monkeyc1g1s303;7.460619;11.292218;0
monkeyc1g1s304;3.700627;10.745353;0
monkeyc1g1s305;5.060151;8.929006;0
monkeyc1g1s306;7.5240860000000005;8.684107000000001;0
monkeyc1g1s307;7.08067;11.201978;0
monkeyc1g1s308;3.893268;10.542175;0
monkeyc1g1s309;7.689779;10.744524;0
monkeyc1g1s310;8.831628;8.917957000000001;0
monkeyc1g1s311;8.24099;6.948592999999999;0
monkeyc1g1s312;7.036663000000001;10.228909;0
monkeyc1g1s313;7.6627529999999995;6.8046690000000005;0
monkeyc1g1s314;7.124938;9.417156;0
monkeyc1g1s315;5.864593;7.867308;0
monkeyc1g1s316;5.58251;11.496313;0
monkeyc1g1s317;4.106596;7.851147;0
monkeyc1g1s318;5.60042;7.263125;0
monkeyc1g1s319;6.983689;9.505596;0
monkeyc1g1s320;3.2253;9.581549;0
monkeyc1g1s321;8.669825;8.295095;0
monkeyc1g1s322;3.056653;7.536085000000001;0
monkeyc1g1s323;8.980101;8.675283;0
monkeyc1g1s324;7.9355;6.8002210000000005;0
monkeyc1g1s325;3.609467;10.720611;0
monkeyc1g1s326;8.127378;6.797919;0
monkeyc1g1s327;4.709887999999999;9.168803;0
monkeyc1g1s328;3.714232;9.594653;0
monkeyc1g1s329;5.98375;7.193075;0
monkeyc1g1s330;4.788342;7.908375;0
monkeyc1g1s331;7.951809;10.770894;0
monkeyc1g1s332;4.7882;11.317546;0
monkeyc1g1s333;8.075982000000002;9.482988;0
monkeyc1g1s334;8.507648;9.755736;0
monkeyc1g1s335;5.968301;6.19764;0
monkeyc1g1s336;5.901237;7.697862;0
monkeyc1g1s337;7.000703999999999;6.654234;0
monkeyc1g1s338;4.03524;8.152154;0
monkeyc1g1s339;6.235126999999999;11.623566;0
monkeyc1g1s340;6.5663860000000005;11.553516;0
monkeyc1g1s341;4.371039;9.80536;0
monkeyc1g1s342;4.166591;10.994705;0
monkeyc1g1s343;6.774967;8.391189;0
monkeyc1g1s344;7.185599000000001;10.338092999999999;0
monkeyc1g1s345;6.713146000000001;10.919148;0
monkeyc1g1s346;5.241082;8.441505000000001;0
monkeyc1g1s347;3.206818;9.339146000000001;0
monkeyc1g1s348;6.5980550000000004;7.388758999999999;0
monkeyc1g1s349;6.966952;6.772247999999999;0
monkeyc1g1s350;7.053522;10.497375;0
monkeyc1g1s351;6.887088;10.175491000000001;0
monkeyc1g1s352;8.738984;9.544344;0
monkeyc1g1s353;8.307195;9.68591;0
